release_id,fiscal_year,indicator_id,observed_cells,suppressed_cells,suppression_percentage,primary_bounded_cells,ambiguous_suppression_cells
No.2,2015,IND_8833900,21,26,55.32,0,26
No.2,2015,IND_8833902,6,41,87.23,0,41
No.2,2015,IND_8833904,1,46,97.87,0,46
No.2,2015,IND_8834149,47,0,0.0,0,0
No.2,2015,IND_8834171,2,45,95.74,0,45
No.2,2015,IND_8834286,0,47,100.0,0,47
No.2,2015,IND_8834324,4,43,91.49,0,43
No.2,2015,IND_8838389,47,0,0.0,0,0
No.2,2015,IND_8838390,25,22,46.81,0,22
No.2,2015,IND_8838391,45,2,4.26,0,2
No.2,2015,IND_8838392,45,2,4.26,0,2
No.2,2015,IND_8838935,18,29,61.7,0,29
No.2,2015,IND_8839667,2,45,95.74,0,45
No.2,2015,IND_8839668,43,4,8.51,0,4
No.2,2015,IND_8839995,25,22,46.81,0,22
No.2,2015,IND_8839996,42,5,10.64,0,5
No.2,2015,IND_8840348,47,0,0.0,0,0
No.2,2015,IND_8840350,3,44,93.62,0,44
No.2,2015,IND_8842270,47,0,0.0,0,0
No.2,2015,IND_8842275,23,24,51.06,0,24
No.2,2015,IND_8842345,0,47,100.0,0,47
No.2,2015,IND_8843129,3,44,93.62,0,44
No.2,2015,IND_8843130,23,24,51.06,0,24
No.2,2015,IND_8843285,46,1,2.13,0,1
No.2,2015,IND_8843291,35,12,25.53,0,12
No.2,2015,IND_8843292,7,40,85.11,0,40
No.2,2015,IND_8843319,0,47,100.0,0,47
No.2,2015,IND_8843327,4,43,91.49,0,43
No.2,2015,IND_8843405,1,46,97.87,0,46
No.2,2015,IND_8843442,1,46,97.87,0,46
No.2,2015,IND_8843447,7,40,85.11,0,40
No.2,2015,IND_8843607,47,0,0.0,0,0
No.2,2015,IND_8843612,45,2,4.26,0,2
No.2,2015,IND_8843614,47,0,0.0,0,0
No.2,2015,IND_8843615,0,47,100.0,0,47
No.2,2015,IND_8843616,47,0,0.0,0,0
No.2,2015,IND_8843617,47,0,0.0,0,0
No.2,2015,IND_8843826,7,40,85.11,0,40
No.2,2015,IND_8843836,47,0,0.0,0,0
No.2,2015,IND_8843837,45,2,4.26,0,2
No.2,2015,IND_8843838,47,0,0.0,0,0
No.2,2015,IND_8843839,39,8,17.02,0,8
No.2,2015,IND_8843840,0,47,100.0,0,47
No.2,2015,IND_8843841,47,0,0.0,0,0
No.2,2015,IND_8843842,43,4,8.51,0,4
No.2,2015,IND_8843843,47,0,0.0,0,0
No.2,2015,IND_8843844,0,47,100.0,0,47
No.2,2015,IND_8843845,47,0,0.0,0,0
No.2,2015,IND_8843846,35,12,25.53,0,12
No.2,2015,IND_8843859,15,32,68.09,0,32
No.2,2015,IND_8843860,27,20,42.55,0,20
No.2,2015,IND_8843861,4,43,91.49,0,43
No.2,2015,IND_8843875,9,38,80.85,0,38
No.2,2015,IND_8843885,30,17,36.17,0,17
No.2,2015,IND_8843900,0,47,100.0,0,47
No.2,2015,IND_8843901,5,42,89.36,0,42
No.2,2015,IND_8843902,41,6,12.77,0,6
No.2,2015,IND_8843917,7,40,85.11,0,40
No.2,2015,IND_8843937,0,47,100.0,0,47
No.2,2015,IND_8843947,47,0,0.0,0,0
No.2,2015,IND_8843972,2,45,95.74,0,45
No.2,2015,IND_8843977,36,11,23.4,0,11
No.2,2015,IND_8844118,47,0,0.0,0,0
No.2,2015,IND_8844119,36,11,23.4,0,11
No.2,2015,IND_8844171,47,0,0.0,0,0
No.2,2015,IND_8844172,47,0,0.0,0,0
No.2,2015,IND_8844173,47,0,0.0,0,0
No.2,2015,IND_8845690,0,47,100.0,0,47
No.2,2015,IND_8845720,45,2,4.26,0,2
No.2,2015,IND_8845721,47,0,0.0,0,0
No.2,2015,IND_8845780,44,3,6.38,0,3
No.2,2015,IND_8845930,21,26,55.32,0,26
No.2,2015,IND_8845969,7,40,85.11,0,40
No.2,2015,IND_8845970,24,23,48.94,0,23
No.2,2015,IND_8846215,2,45,95.74,0,45
No.2,2015,IND_8848125,5,42,89.36,0,42
No.3,2016,IND_5210011,47,0,0.0,0,0
No.3,2016,IND_5220026,2,45,95.74,45,0
No.3,2016,IND_5220034,6,41,87.23,41,0
No.3,2016,IND_5220035,30,17,36.17,17,0
No.3,2016,IND_5220045,0,47,100.0,0,47
No.3,2016,IND_5220057,6,41,87.23,41,0
No.3,2016,IND_5220058,44,3,6.38,3,0
No.3,2016,IND_5220061,21,26,55.32,26,0
No.3,2016,IND_5220063,47,0,0.0,0,0
No.3,2016,IND_5220064,44,3,6.38,3,0
No.3,2016,IND_5220067,0,47,100.0,0,47
No.3,2016,IND_5220069,20,27,57.45,27,0
No.3,2016,IND_5220070,12,35,74.47,35,0
No.3,2016,IND_5220072,35,12,25.53,12,0
No.3,2016,IND_5220074,27,20,42.55,20,0
No.3,2016,IND_5220075,11,36,76.6,36,0
No.3,2016,IND_5220077,1,46,97.87,46,0
No.3,2016,IND_5220078,2,45,95.74,45,0
No.3,2016,IND_5220082,37,10,21.28,10,0
No.3,2016,IND_5220084,0,47,100.0,0,47
No.3,2016,IND_5220085,6,41,87.23,41,0
No.3,2016,IND_5220089,37,10,21.28,10,0
No.3,2016,IND_5220091,4,43,91.49,43,0
No.3,2016,IND_5220093,5,42,89.36,42,0
No.3,2016,IND_5221012,47,0,0.0,0,0
No.3,2016,IND_5221013,47,0,0.0,0,0
No.3,2016,IND_5221015,0,47,100.0,0,47
No.3,2016,IND_5224011,41,6,12.77,6,0
No.3,2016,IND_5225001,30,17,36.17,17,0
No.3,2016,IND_5225006,47,0,0.0,0,0
No.3,2016,IND_5225012,43,4,8.51,4,0
No.3,2016,IND_5227001,0,47,100.0,0,47
No.3,2016,IND_5227005,21,26,55.32,26,0
No.3,2016,IND_5227011,16,31,65.96,31,0
No.3,2016,IND_5229014,0,47,100.0,0,47
No.3,2016,IND_5229015,41,6,12.77,6,0
No.3,2016,IND_5229016,45,2,4.26,2,0
No.3,2016,IND_5229018,32,15,31.91,15,0
No.3,2016,IND_5230001,26,21,44.68,21,0
No.3,2016,IND_5230004,2,45,95.74,45,0
No.3,2016,IND_5231003,11,36,76.6,36,0
No.3,2016,IND_5231014,12,35,74.47,35,0
No.3,2016,IND_5231017,4,43,91.49,43,0
No.3,2016,IND_5231018,47,0,0.0,0,0
No.3,2016,IND_5231027,43,4,8.51,4,0
No.3,2016,IND_5231029,47,0,0.0,0,0
No.3,2016,IND_5231032,30,17,36.17,17,0
No.3,2016,IND_5231039,19,28,59.57,28,0
No.3,2016,IND_5231042,0,47,100.0,0,47
No.3,2016,IND_5231044,14,33,70.21,33,0
No.3,2016,IND_5233004,47,0,0.0,0,0
No.3,2016,IND_5233007,27,20,42.55,20,0
No.3,2016,IND_5233008,47,0,0.0,0,0
No.3,2016,IND_5233009,47,0,0.0,0,0
No.3,2016,IND_5233010,47,0,0.0,0,0
No.3,2016,IND_5233014,1,46,97.87,46,0
No.3,2016,IND_5233027,47,0,0.0,0,0
No.3,2016,IND_5233028,23,24,51.06,24,0
No.3,2016,IND_5234009,47,0,0.0,0,0
No.3,2016,IND_5234013,9,38,80.85,38,0
No.3,2016,IND_5234016,47,0,0.0,0,0
No.3,2016,IND_5234028,10,37,78.72,37,0
No.3,2016,IND_5234030,47,0,0.0,0,0
No.3,2016,IND_5235002,25,22,46.81,22,0
No.3,2016,IND_5250001,47,0,0.0,0,0
No.3,2016,IND_5259011,19,28,59.57,28,0
No.3,2016,IND_8830786,47,0,0.0,0,0
No.3,2016,IND_8830787,47,0,0.0,0,0
No.3,2016,IND_8830788,47,0,0.0,0,0
No.3,2016,IND_8830789,47,0,0.0,0,0
No.3,2016,IND_8830790,47,0,0.0,0,0
No.3,2016,IND_8832354,47,0,0.0,0,0
No.3,2016,IND_8832361,10,37,78.72,37,0
No.3,2016,IND_8833898,5,42,89.36,42,0
No.3,2016,IND_8833899,47,0,0.0,0,0
No.3,2016,IND_8833900,22,25,53.19,25,0
No.3,2016,IND_8833902,8,39,82.98,39,0
No.3,2016,IND_8833904,0,47,100.0,0,47
No.3,2016,IND_8834149,47,0,0.0,0,0
No.3,2016,IND_8834171,2,45,95.74,45,0
No.3,2016,IND_8834286,2,45,95.74,45,0
No.3,2016,IND_8834324,2,45,95.74,45,0
No.3,2016,IND_8838389,47,0,0.0,0,0
No.3,2016,IND_8838390,24,23,48.94,23,0
No.3,2016,IND_8838391,45,2,4.26,2,0
No.3,2016,IND_8838392,45,2,4.26,2,0
No.3,2016,IND_8838935,20,27,57.45,27,0
No.3,2016,IND_8839667,2,45,95.74,45,0
No.3,2016,IND_8839668,43,4,8.51,4,0
No.3,2016,IND_8839995,22,25,53.19,25,0
No.3,2016,IND_8839996,42,5,10.64,5,0
No.3,2016,IND_8840348,47,0,0.0,0,0
No.3,2016,IND_8840350,3,44,93.62,44,0
No.3,2016,IND_8842270,47,0,0.0,0,0
No.3,2016,IND_8842275,28,19,40.43,19,0
No.3,2016,IND_8842345,1,46,97.87,46,0
No.3,2016,IND_8843129,3,44,93.62,44,0
No.3,2016,IND_8843130,20,27,57.45,27,0
No.3,2016,IND_8843285,45,2,4.26,2,0
No.3,2016,IND_8843291,36,11,23.4,11,0
No.3,2016,IND_8843292,5,42,89.36,42,0
No.3,2016,IND_8843319,0,47,100.0,0,47
No.3,2016,IND_8843327,5,42,89.36,42,0
No.3,2016,IND_8843405,1,46,97.87,46,0
No.3,2016,IND_8843442,2,45,95.74,45,0
No.3,2016,IND_8843447,5,42,89.36,42,0
No.3,2016,IND_8843607,47,0,0.0,0,0
No.3,2016,IND_8843612,45,2,4.26,2,0
No.3,2016,IND_8843614,47,0,0.0,0,0
No.3,2016,IND_8843615,0,47,100.0,0,47
No.3,2016,IND_8843616,47,0,0.0,0,0
No.3,2016,IND_8843617,47,0,0.0,0,0
No.3,2016,IND_8843826,7,40,85.11,40,0
No.3,2016,IND_8843836,47,0,0.0,0,0
No.3,2016,IND_8843837,45,2,4.26,2,0
No.3,2016,IND_8843838,47,0,0.0,0,0
No.3,2016,IND_8843839,38,9,19.15,9,0
No.3,2016,IND_8843840,46,1,2.13,1,0
No.3,2016,IND_8843841,47,0,0.0,0,0
No.3,2016,IND_8843842,45,2,4.26,2,0
No.3,2016,IND_8843843,47,0,0.0,0,0
No.3,2016,IND_8843844,47,0,0.0,0,0
No.3,2016,IND_8843845,47,0,0.0,0,0
No.3,2016,IND_8843846,36,11,23.4,11,0
No.3,2016,IND_8843859,10,37,78.72,37,0
No.3,2016,IND_8843860,28,19,40.43,19,0
No.3,2016,IND_8843861,3,44,93.62,44,0
No.3,2016,IND_8843875,9,38,80.85,38,0
No.3,2016,IND_8843885,32,15,31.91,15,0
No.3,2016,IND_8843901,4,43,91.49,43,0
No.3,2016,IND_8843902,42,5,10.64,5,0
No.3,2016,IND_8843917,9,38,80.85,38,0
No.3,2016,IND_8843937,0,47,100.0,0,47
No.3,2016,IND_8843947,47,0,0.0,0,0
No.3,2016,IND_8843972,2,45,95.74,45,0
No.3,2016,IND_8843977,36,11,23.4,11,0
No.3,2016,IND_8844118,47,0,0.0,0,0
No.3,2016,IND_8844119,36,11,23.4,11,0
No.3,2016,IND_8844171,47,0,0.0,0,0
No.3,2016,IND_8844172,47,0,0.0,0,0
No.3,2016,IND_8844173,47,0,0.0,0,0
No.3,2016,IND_8845690,0,47,100.0,0,47
No.3,2016,IND_8845720,0,47,100.0,0,47
No.3,2016,IND_8845721,47,0,0.0,0,0
No.3,2016,IND_8845780,47,0,0.0,0,0
No.3,2016,IND_8845930,26,21,44.68,21,0
No.3,2016,IND_8845969,8,39,82.98,39,0
No.3,2016,IND_8845970,24,23,48.94,23,0
No.3,2016,IND_8846215,3,44,93.62,44,0
No.3,2016,IND_8848125,5,42,89.36,42,0
No.3,2016,IND_8848845,47,0,0.0,0,0
No.4,2017,IND_5210011,47,0,0.0,0,0
No.4,2017,IND_5220026,2,45,95.74,45,0
No.4,2017,IND_5220034,8,39,82.98,39,0
No.4,2017,IND_5220035,28,19,40.43,19,0
No.4,2017,IND_5220045,1,46,97.87,46,0
No.4,2017,IND_5220057,3,44,93.62,44,0
No.4,2017,IND_5220058,45,2,4.26,2,0
No.4,2017,IND_5220061,22,25,53.19,25,0
No.4,2017,IND_5220063,47,0,0.0,0,0
No.4,2017,IND_5220064,43,4,8.51,4,0
No.4,2017,IND_5220067,0,47,100.0,0,47
No.4,2017,IND_5220069,21,26,55.32,26,0
No.4,2017,IND_5220070,18,29,61.7,29,0
No.4,2017,IND_5220072,37,10,21.28,10,0
No.4,2017,IND_5220074,27,20,42.55,20,0
No.4,2017,IND_5220075,7,40,85.11,40,0
No.4,2017,IND_5220077,1,46,97.87,46,0
No.4,2017,IND_5220078,2,45,95.74,45,0
No.4,2017,IND_5220082,34,13,27.66,13,0
No.4,2017,IND_5220084,0,47,100.0,0,47
No.4,2017,IND_5220085,6,41,87.23,41,0
No.4,2017,IND_5220089,36,11,23.4,11,0
No.4,2017,IND_5220091,3,44,93.62,44,0
No.4,2017,IND_5220093,6,41,87.23,41,0
No.4,2017,IND_5221012,47,0,0.0,0,0
No.4,2017,IND_5221013,47,0,0.0,0,0
No.4,2017,IND_5221015,0,47,100.0,0,47
No.4,2017,IND_5224011,38,9,19.15,9,0
No.4,2017,IND_5225001,29,18,38.3,18,0
No.4,2017,IND_5225006,47,0,0.0,0,0
No.4,2017,IND_5225012,43,4,8.51,4,0
No.4,2017,IND_5227001,0,47,100.0,0,47
No.4,2017,IND_5227005,22,25,53.19,25,0
No.4,2017,IND_5227011,13,34,72.34,34,0
No.4,2017,IND_5229014,0,47,100.0,0,47
No.4,2017,IND_5229015,44,3,6.38,3,0
No.4,2017,IND_5229016,45,2,4.26,2,0
No.4,2017,IND_5229018,34,13,27.66,13,0
No.4,2017,IND_5230001,22,25,53.19,25,0
No.4,2017,IND_5230004,3,44,93.62,44,0
No.4,2017,IND_5231003,12,35,74.47,35,0
No.4,2017,IND_5231014,13,34,72.34,34,0
No.4,2017,IND_5231017,8,39,82.98,39,0
No.4,2017,IND_5231018,47,0,0.0,0,0
No.4,2017,IND_5231027,0,47,100.0,0,47
No.4,2017,IND_5231029,47,0,0.0,0,0
No.4,2017,IND_5231032,28,19,40.43,19,0
No.4,2017,IND_5231039,17,30,63.83,30,0
No.4,2017,IND_5231042,0,47,100.0,0,47
No.4,2017,IND_5231044,8,39,82.98,39,0
No.4,2017,IND_5233004,47,0,0.0,0,0
No.4,2017,IND_5233007,27,20,42.55,20,0
No.4,2017,IND_5233008,47,0,0.0,0,0
No.4,2017,IND_5233009,47,0,0.0,0,0
No.4,2017,IND_5233010,47,0,0.0,0,0
No.4,2017,IND_5233014,2,45,95.74,45,0
No.4,2017,IND_5233027,47,0,0.0,0,0
No.4,2017,IND_5233028,21,26,55.32,26,0
No.4,2017,IND_5234009,47,0,0.0,0,0
No.4,2017,IND_5234013,6,41,87.23,41,0
No.4,2017,IND_5234016,47,0,0.0,0,0
No.4,2017,IND_5234028,13,34,72.34,34,0
No.4,2017,IND_5234030,47,0,0.0,0,0
No.4,2017,IND_5235002,22,25,53.19,25,0
No.4,2017,IND_5250001,47,0,0.0,0,0
No.4,2017,IND_5259011,16,31,65.96,31,0
No.4,2017,IND_8830786,47,0,0.0,0,0
No.4,2017,IND_8830787,47,0,0.0,0,0
No.4,2017,IND_8830788,47,0,0.0,0,0
No.4,2017,IND_8830789,47,0,0.0,0,0
No.4,2017,IND_8830790,47,0,0.0,0,0
No.4,2017,IND_8832354,47,0,0.0,0,0
No.4,2017,IND_8832361,9,38,80.85,38,0
No.4,2017,IND_8833898,5,42,89.36,42,0
No.4,2017,IND_8833899,47,0,0.0,0,0
No.4,2017,IND_8833900,26,21,44.68,21,0
No.4,2017,IND_8833902,7,40,85.11,40,0
No.4,2017,IND_8833904,0,47,100.0,0,47
No.4,2017,IND_8834149,47,0,0.0,0,0
No.4,2017,IND_8834171,1,46,97.87,46,0
No.4,2017,IND_8834286,1,46,97.87,46,0
No.4,2017,IND_8834324,5,42,89.36,42,0
No.4,2017,IND_8838389,47,0,0.0,0,0
No.4,2017,IND_8838390,26,21,44.68,21,0
No.4,2017,IND_8838391,45,2,4.26,2,0
No.4,2017,IND_8838392,44,3,6.38,3,0
No.4,2017,IND_8838935,19,28,59.57,28,0
No.4,2017,IND_8839667,3,44,93.62,44,0
No.4,2017,IND_8839668,41,6,12.77,6,0
No.4,2017,IND_8839995,21,26,55.32,26,0
No.4,2017,IND_8839996,40,7,14.89,7,0
No.4,2017,IND_8840348,47,0,0.0,0,0
No.4,2017,IND_8840350,2,45,95.74,45,0
No.4,2017,IND_8842270,47,0,0.0,0,0
No.4,2017,IND_8842275,26,21,44.68,21,0
No.4,2017,IND_8842345,1,46,97.87,46,0
No.4,2017,IND_8843129,2,45,95.74,45,0
No.4,2017,IND_8843130,20,27,57.45,27,0
No.4,2017,IND_8843285,43,4,8.51,4,0
No.4,2017,IND_8843291,35,12,25.53,12,0
No.4,2017,IND_8843292,6,41,87.23,41,0
No.4,2017,IND_8843319,0,47,100.0,0,47
No.4,2017,IND_8843327,4,43,91.49,43,0
No.4,2017,IND_8843405,0,47,100.0,0,47
No.4,2017,IND_8843442,2,45,95.74,45,0
No.4,2017,IND_8843447,3,44,93.62,44,0
No.4,2017,IND_8843607,47,0,0.0,0,0
No.4,2017,IND_8843612,45,2,4.26,2,0
No.4,2017,IND_8843614,47,0,0.0,0,0
No.4,2017,IND_8843615,0,47,100.0,0,47
No.4,2017,IND_8843616,47,0,0.0,0,0
No.4,2017,IND_8843617,47,0,0.0,0,0
No.4,2017,IND_8843826,9,38,80.85,38,0
No.4,2017,IND_8843836,47,0,0.0,0,0
No.4,2017,IND_8843837,0,47,100.0,0,47
No.4,2017,IND_8843838,47,0,0.0,0,0
No.4,2017,IND_8843839,42,5,10.64,5,0
No.4,2017,IND_8843840,0,47,100.0,0,47
No.4,2017,IND_8843841,47,0,0.0,0,0
No.4,2017,IND_8843842,44,3,6.38,3,0
No.4,2017,IND_8843843,47,0,0.0,0,0
No.4,2017,IND_8843844,47,0,0.0,0,0
No.4,2017,IND_8843845,47,0,0.0,0,0
No.4,2017,IND_8843846,33,14,29.79,14,0
No.4,2017,IND_8843859,10,37,78.72,37,0
No.4,2017,IND_8843860,27,20,42.55,20,0
No.4,2017,IND_8843861,4,43,91.49,43,0
No.4,2017,IND_8843875,8,39,82.98,39,0
No.4,2017,IND_8843885,35,12,25.53,12,0
No.4,2017,IND_8843900,0,47,100.0,0,47
No.4,2017,IND_8843901,4,43,91.49,43,0
No.4,2017,IND_8843902,44,3,6.38,3,0
No.4,2017,IND_8843917,8,39,82.98,39,0
No.4,2017,IND_8843937,0,47,100.0,0,47
No.4,2017,IND_8843947,47,0,0.0,0,0
No.4,2017,IND_8843972,1,46,97.87,46,0
No.4,2017,IND_8843977,40,7,14.89,7,0
No.4,2017,IND_8844118,47,0,0.0,0,0
No.4,2017,IND_8844119,32,15,31.91,15,0
No.4,2017,IND_8844171,47,0,0.0,0,0
No.4,2017,IND_8844172,47,0,0.0,0,0
No.4,2017,IND_8844173,47,0,0.0,0,0
No.4,2017,IND_8845690,0,47,100.0,0,47
No.4,2017,IND_8845720,0,47,100.0,0,47
No.4,2017,IND_8845721,47,0,0.0,0,0
No.4,2017,IND_8845780,47,0,0.0,0,0
No.4,2017,IND_8845930,29,18,38.3,18,0
No.4,2017,IND_8845969,11,36,76.6,36,0
No.4,2017,IND_8845970,27,20,42.55,20,0
No.4,2017,IND_8846215,3,44,93.62,44,0
No.4,2017,IND_8848125,9,38,80.85,38,0
No.4,2017,IND_8848845,47,0,0.0,0,0
No.5,2018,IND_5210011,47,0,0.0,0,0
No.5,2018,IND_5220026,1,46,97.87,0,46
No.5,2018,IND_5220034,6,41,87.23,0,41
No.5,2018,IND_5220035,28,19,40.43,0,19
No.5,2018,IND_5220045,1,46,97.87,0,46
No.5,2018,IND_5220057,4,43,91.49,0,43
No.5,2018,IND_5220058,45,2,4.26,0,2
No.5,2018,IND_5220061,24,23,48.94,0,23
No.5,2018,IND_5220063,47,0,0.0,0,0
No.5,2018,IND_5220064,42,5,10.64,0,5
No.5,2018,IND_5220067,45,2,4.26,0,2
No.5,2018,IND_5220069,33,14,29.79,0,14
No.5,2018,IND_5220070,17,30,63.83,0,30
No.5,2018,IND_5220072,34,13,27.66,0,13
No.5,2018,IND_5220074,33,14,29.79,0,14
No.5,2018,IND_5220075,6,41,87.23,0,41
No.5,2018,IND_5220077,2,45,95.74,0,45
No.5,2018,IND_5220078,4,43,91.49,0,43
No.5,2018,IND_5220082,37,10,21.28,0,10
No.5,2018,IND_5220084,0,47,100.0,0,47
No.5,2018,IND_5220085,7,40,85.11,0,40
No.5,2018,IND_5220089,36,11,23.4,0,11
No.5,2018,IND_5220091,3,44,93.62,0,44
No.5,2018,IND_5220093,9,38,80.85,0,38
No.5,2018,IND_5221012,47,0,0.0,0,0
No.5,2018,IND_5221013,47,0,0.0,0,0
No.5,2018,IND_5221015,0,47,100.0,0,47
No.5,2018,IND_5224011,40,7,14.89,0,7
No.5,2018,IND_5225001,29,18,38.3,0,18
No.5,2018,IND_5225006,47,0,0.0,0,0
No.5,2018,IND_5225012,42,5,10.64,0,5
No.5,2018,IND_5227001,47,0,0.0,0,0
No.5,2018,IND_5227005,23,24,51.06,0,24
No.5,2018,IND_5227011,13,34,72.34,0,34
No.5,2018,IND_5229014,0,47,100.0,0,47
No.5,2018,IND_5229015,44,3,6.38,0,3
No.5,2018,IND_5229018,32,15,31.91,0,15
No.5,2018,IND_5230001,23,24,51.06,0,24
No.5,2018,IND_5230004,4,43,91.49,0,43
No.5,2018,IND_5231003,17,30,63.83,0,30
No.5,2018,IND_5231014,12,35,74.47,0,35
No.5,2018,IND_5231017,5,42,89.36,0,42
No.5,2018,IND_5231018,47,0,0.0,0,0
No.5,2018,IND_5231027,44,3,6.38,0,3
No.5,2018,IND_5231029,47,0,0.0,0,0
No.5,2018,IND_5231032,31,16,34.04,0,16
No.5,2018,IND_5231039,20,27,57.45,0,27
No.5,2018,IND_5231042,0,47,100.0,0,47
No.5,2018,IND_5231044,12,35,74.47,0,35
No.5,2018,IND_5233004,47,0,0.0,0,0
No.5,2018,IND_5233007,34,13,27.66,0,13
No.5,2018,IND_5233008,47,0,0.0,0,0
No.5,2018,IND_5233009,47,0,0.0,0,0
No.5,2018,IND_5233010,47,0,0.0,0,0
No.5,2018,IND_5233014,1,46,97.87,0,46
No.5,2018,IND_5233027,47,0,0.0,0,0
No.5,2018,IND_5233028,17,30,63.83,0,30
No.5,2018,IND_5234009,47,0,0.0,0,0
No.5,2018,IND_5234013,8,39,82.98,0,39
No.5,2018,IND_5234016,47,0,0.0,0,0
No.5,2018,IND_5234028,13,34,72.34,0,34
No.5,2018,IND_5234030,47,0,0.0,0,0
No.5,2018,IND_5235002,25,22,46.81,0,22
No.5,2018,IND_5250001,47,0,0.0,0,0
No.5,2018,IND_5259011,17,30,63.83,0,30
No.5,2018,IND_8830786,47,0,0.0,0,0
No.5,2018,IND_8830787,47,0,0.0,0,0
No.5,2018,IND_8830788,47,0,0.0,0,0
No.5,2018,IND_8830789,47,0,0.0,0,0
No.5,2018,IND_8830790,47,0,0.0,0,0
No.5,2018,IND_8832354,47,0,0.0,0,0
No.5,2018,IND_8832361,12,35,74.47,0,35
No.5,2018,IND_8833898,6,41,87.23,0,41
No.5,2018,IND_8833899,47,0,0.0,0,0
No.5,2018,IND_8833900,27,20,42.55,0,20
No.5,2018,IND_8833902,7,40,85.11,0,40
No.5,2018,IND_8833904,1,46,97.87,0,46
No.5,2018,IND_8834149,47,0,0.0,0,0
No.5,2018,IND_8834171,2,45,95.74,0,45
No.5,2018,IND_8834286,0,47,100.0,0,47
No.5,2018,IND_8834324,7,40,85.11,0,40
No.5,2018,IND_8838389,47,0,0.0,0,0
No.5,2018,IND_8838390,29,18,38.3,0,18
No.5,2018,IND_8838391,45,2,4.26,0,2
No.5,2018,IND_8838392,42,5,10.64,0,5
No.5,2018,IND_8838935,20,27,57.45,0,27
No.5,2018,IND_8839667,3,44,93.62,0,44
No.5,2018,IND_8839668,44,3,6.38,0,3
No.5,2018,IND_8839995,21,26,55.32,0,26
No.5,2018,IND_8839996,38,9,19.15,0,9
No.5,2018,IND_8840348,47,0,0.0,0,0
No.5,2018,IND_8840350,2,45,95.74,0,45
No.5,2018,IND_8842270,47,0,0.0,0,0
No.5,2018,IND_8842275,28,19,40.43,0,19
No.5,2018,IND_8843129,5,42,89.36,0,42
No.5,2018,IND_8843130,20,27,57.45,0,27
No.5,2018,IND_8843285,45,2,4.26,0,2
No.5,2018,IND_8843291,38,9,19.15,0,9
No.5,2018,IND_8843292,5,42,89.36,0,42
No.5,2018,IND_8843319,1,46,97.87,0,46
No.5,2018,IND_8843327,4,43,91.49,0,43
No.5,2018,IND_8843405,0,47,100.0,0,47
No.5,2018,IND_8843442,1,46,97.87,0,46
No.5,2018,IND_8843447,4,43,91.49,0,43
No.5,2018,IND_8843607,47,0,0.0,0,0
No.5,2018,IND_8843612,44,3,6.38,0,3
No.5,2018,IND_8843614,47,0,0.0,0,0
No.5,2018,IND_8843615,47,0,0.0,0,0
No.5,2018,IND_8843616,47,0,0.0,0,0
No.5,2018,IND_8843617,47,0,0.0,0,0
No.5,2018,IND_8843826,9,38,80.85,0,38
No.5,2018,IND_8843836,47,0,0.0,0,0
No.5,2018,IND_8843837,45,2,4.26,0,2
No.5,2018,IND_8843838,47,0,0.0,0,0
No.5,2018,IND_8843839,39,8,17.02,0,8
No.5,2018,IND_8843840,45,2,4.26,0,2
No.5,2018,IND_8843841,45,2,4.26,0,2
No.5,2018,IND_8843842,44,3,6.38,0,3
No.5,2018,IND_8843843,47,0,0.0,0,0
No.5,2018,IND_8843844,47,0,0.0,0,0
No.5,2018,IND_8843845,47,0,0.0,0,0
No.5,2018,IND_8843846,38,9,19.15,0,9
No.5,2018,IND_8843859,11,36,76.6,0,36
No.5,2018,IND_8843860,26,21,44.68,0,21
No.5,2018,IND_8843861,4,43,91.49,0,43
No.5,2018,IND_8843875,8,39,82.98,0,39
No.5,2018,IND_8843885,35,12,25.53,0,12
No.5,2018,IND_8843900,0,47,100.0,0,47
No.5,2018,IND_8843901,5,42,89.36,0,42
No.5,2018,IND_8843902,42,5,10.64,0,5
No.5,2018,IND_8843917,8,39,82.98,0,39
No.5,2018,IND_8843947,47,0,0.0,0,0
No.5,2018,IND_8843972,1,46,97.87,0,46
No.5,2018,IND_8843977,41,6,12.77,0,6
No.5,2018,IND_8844118,47,0,0.0,0,0
No.5,2018,IND_8844119,29,18,38.3,0,18
No.5,2018,IND_8844171,47,0,0.0,0,0
No.5,2018,IND_8844172,47,0,0.0,0,0
No.5,2018,IND_8844173,47,0,0.0,0,0
No.5,2018,IND_8845690,0,47,100.0,0,47
No.5,2018,IND_8845720,47,0,0.0,0,0
No.5,2018,IND_8845721,47,0,0.0,0,0
No.5,2018,IND_8845780,45,2,4.26,0,2
No.5,2018,IND_8845930,28,19,40.43,0,19
No.5,2018,IND_8845969,11,36,76.6,0,36
No.5,2018,IND_8845970,34,13,27.66,0,13
No.5,2018,IND_8846215,3,44,93.62,0,44
No.5,2018,IND_8848125,5,42,89.36,0,42
No.5,2018,IND_8848845,47,0,0.0,0,0
No.5,2018,IND_8849579,0,47,100.0,0,47
No.6,2019,IND_5210011,47,0,0.0,0,0
No.6,2019,IND_5220026,2,45,95.74,0,45
No.6,2019,IND_5220034,7,40,85.11,0,40
No.6,2019,IND_5220035,27,20,42.55,0,20
No.6,2019,IND_5220045,3,44,93.62,0,44
No.6,2019,IND_5220057,2,45,95.74,0,45
No.6,2019,IND_5220058,45,2,4.26,0,2
