panel,release_id,fiscal_year,indicator_id,indicator_name,prefecture_code,prefecture_name,rate_lower_per_100k,rate_upper_per_100k,point_rate_per_100k,rank_best_possible,rank_worst_possible,ranking_status,suppression_subtype
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,11,埼玉県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,12,千葉県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,13,東京都,0.7917,0.7917,0.7917,,,point_identified,not_suppressed
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,14,神奈川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,15,新潟県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,16,富山県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,17,石川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,18,福井県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,19,山梨県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,20,長野県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,21,岐阜県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,22,静岡県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,24,三重県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,25,滋賀県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,26,京都府,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,27,大阪府,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,28,兵庫県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,29,奈良県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,30,和歌山県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,31,鳥取県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,32,島根県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,33,岡山県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,34,広島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,35,山口県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,36,徳島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,37,香川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,38,愛媛県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,39,高知県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,40,福岡県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,41,佐賀県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,42,長崎県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,43,熊本県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,44,大分県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,45,宮崎県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,46,鹿児島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.1,2014,IND_5220077,血行性歯髄炎,47,沖縄県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,01,北海道,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,02,青森県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,03,岩手県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,04,宮城県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,05,秋田県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,06,山形県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,07,福島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,08,茨城県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,09,栃木県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,10,群馬県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,11,埼玉県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,12,千葉県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,13,東京都,0.6531,0.6531,0.6531,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,14,神奈川県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,15,新潟県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,16,富山県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,17,石川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,18,福井県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,19,山梨県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,20,長野県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,21,岐阜県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,22,静岡県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,24,三重県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,25,滋賀県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,26,京都府,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,27,大阪府,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,28,兵庫県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,29,奈良県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,30,和歌山県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,31,鳥取県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,32,島根県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,33,岡山県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,34,広島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,35,山口県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,36,徳島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,37,香川県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,38,愛媛県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,39,高知県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,40,福岡県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,41,佐賀県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,42,長崎県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,43,熊本県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,44,大分県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,45,宮崎県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,46,鹿児島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.10,2023,IND_5220077,血行性歯髄炎,47,沖縄県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,01,北海道,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,02,青森県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,03,岩手県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,04,宮城県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,05,秋田県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,06,山形県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,07,福島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,08,茨城県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,09,栃木県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,10,群馬県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,11,埼玉県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,12,千葉県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,13,東京都,0.5995,0.5995,0.5995,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,14,神奈川県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,15,新潟県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,16,富山県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,17,石川県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,18,福井県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,19,山梨県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,20,長野県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,21,岐阜県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,22,静岡県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,24,三重県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,25,滋賀県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,26,京都府,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,27,大阪府,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,28,兵庫県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,29,奈良県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,30,和歌山県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,31,鳥取県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,32,島根県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,33,岡山県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,34,広島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,35,山口県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,36,徳島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,37,香川県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,38,愛媛県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,39,高知県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,40,福岡県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,41,佐賀県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,42,長崎県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,43,熊本県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,44,大分県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,45,宮崎県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,46,鹿児島県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.11,2024,IND_5220077,血行性歯髄炎,47,沖縄県,0.0,0.0,0.0,,,point_identified,not_suppressed
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,01,北海道,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,02,青森県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,03,岩手県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,04,宮城県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,05,秋田県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,06,山形県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,07,福島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,08,茨城県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,09,栃木県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,10,群馬県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,11,埼玉県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,12,千葉県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,13,東京都,0.8213,0.8213,0.8213,,,point_identified,not_suppressed
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,14,神奈川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,15,新潟県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,16,富山県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,17,石川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,18,福井県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,19,山梨県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,20,長野県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,21,岐阜県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,22,静岡県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,24,三重県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,25,滋賀県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,26,京都府,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,27,大阪府,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,28,兵庫県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,29,奈良県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,30,和歌山県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,31,鳥取県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,32,島根県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,33,岡山県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,34,広島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,35,山口県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,36,徳島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,37,香川県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,38,愛媛県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,39,高知県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,40,福岡県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,41,佐賀県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,42,長崎県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,43,熊本県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,44,大分県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,45,宮崎県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,46,鹿児島県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.2,2015,IND_5220077,血行性歯髄炎,47,沖縄県,,,,,,not_bounded_ambiguous,ambiguous_suppression
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,01,北海道,0.0187,0.1682,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,02,青森県,0.0773,0.6961,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,03,岩手県,0.0789,0.7098,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,04,宮城県,0.0429,0.3863,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,05,秋田県,0.099,0.8911,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,06,山形県,0.0898,0.8086,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,07,福島県,0.0526,0.4734,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,08,茨城県,0.0344,0.3098,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,09,栃木県,0.0509,0.4578,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,10,群馬県,0.0508,0.4575,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,11,埼玉県,0.0137,0.1235,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,12,千葉県,0.016,0.1443,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,13,東京都,0.6092,0.6092,0.6092,,,point_identified,not_suppressed
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,14,神奈川県,0.0109,0.0984,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,15,新潟県,0.0437,0.3937,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,16,富山県,0.0943,0.8483,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,17,石川県,0.0869,0.7819,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,18,福井県,0.1279,1.1509,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,19,山梨県,0.1205,1.0843,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,20,長野県,0.0479,0.431,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,21,岐阜県,0.0495,0.4451,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,22,静岡県,0.0271,0.244,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,23,愛知県,0.0133,0.1199,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,24,三重県,0.0553,0.4978,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,25,滋賀県,0.0708,0.6369,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,26,京都府,0.0384,0.3455,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,27,大阪府,0.0113,0.1019,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,28,兵庫県,0.0181,0.163,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,29,奈良県,0.0737,0.6637,,,,bounded_primary,primary_low_count
A_rate_bounds,No.3,2016,IND_5220077,血行性歯髄炎,30,和歌山県,0.1048,0.9434,,,,bounded_primary,primary_low_count
