release_id,fiscal_year,indicator_id,indicator_name,prefecture_code,prefecture_name,population,cell_state,suppression_subtype,count_lower,count_upper,rate_lower_per_100k,rate_upper_per_100k,rate_status
No.2,2015,IND_5220077,血行性歯髄炎,18,福井県,787000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,19,山梨県,835000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,20,長野県,2099000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,21,岐阜県,2032000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,22,静岡県,3700000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,23,愛知県,7483000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,24,三重県,1816000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,25,滋賀県,1413000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,26,京都府,2610000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,27,大阪府,8839000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,28,兵庫県,5535000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,29,奈良県,1364000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,30,和歌山県,964000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,31,鳥取県,573000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,32,島根県,694000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,33,岡山県,1922000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,34,広島県,2844000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,35,山口県,1405000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,36,徳島県,756000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,37,香川県,976000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,38,愛媛県,1385000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,39,高知県,728000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,40,福岡県,5102000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,41,佐賀県,833000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,42,長崎県,1377000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,43,熊本県,1786000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,44,大分県,1166000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,45,宮崎県,1104000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,46,鹿児島県,1648000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_5220077,血行性歯髄炎,47,沖縄県,1434000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,01,北海道,5382000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,02,青森県,1308000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,03,岩手県,1280000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,04,宮城県,2334000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,05,秋田県,1023000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,06,山形県,1124000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,07,福島県,1914000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,08,茨城県,2917000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,09,栃木県,1974000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,10,群馬県,1973000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,11,埼玉県,7267000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,12,千葉県,6223000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,13,東京都,13515000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,14,神奈川県,9126000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,15,新潟県,2304000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,16,富山県,1066000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,17,石川県,1154000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,18,福井県,787000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,19,山梨県,835000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,20,長野県,2099000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,21,岐阜県,2032000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,22,静岡県,3700000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,23,愛知県,7483000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,24,三重県,1816000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,25,滋賀県,1413000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,26,京都府,2610000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,27,大阪府,8839000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,28,兵庫県,5535000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,29,奈良県,1364000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,30,和歌山県,964000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,31,鳥取県,573000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,32,島根県,694000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,33,岡山県,1922000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,34,広島県,2844000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,35,山口県,1405000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,36,徳島県,756000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,37,香川県,976000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,38,愛媛県,1385000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,39,高知県,728000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,40,福岡県,5102000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,41,佐賀県,833000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,42,長崎県,1377000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,43,熊本県,1786000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,44,大分県,1166000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,45,宮崎県,1104000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,46,鹿児島県,1648000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.2,2015,IND_8843319,限局型若年性歯周炎,47,沖縄県,1434000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_5210011,根充済み,01,北海道,5352000,observed,not_suppressed,16435.0,16435.0,307.0815,307.0815,point_identified
No.3,2016,IND_5210011,根充済み,02,青森県,1293000,observed,not_suppressed,6124.0,6124.0,473.6272,473.6272,point_identified
No.3,2016,IND_5210011,根充済み,03,岩手県,1268000,observed,not_suppressed,1161.0,1161.0,91.5615,91.5615,point_identified
No.3,2016,IND_5210011,根充済み,04,宮城県,2330000,observed,not_suppressed,2539.0,2539.0,108.97,108.97,point_identified
No.3,2016,IND_5210011,根充済み,05,秋田県,1010000,observed,not_suppressed,1723.0,1723.0,170.5941,170.5941,point_identified
No.3,2016,IND_5210011,根充済み,06,山形県,1113000,observed,not_suppressed,3931.0,3931.0,353.1896,353.1896,point_identified
No.3,2016,IND_5210011,根充済み,07,福島県,1901000,observed,not_suppressed,7195.0,7195.0,378.485,378.485,point_identified
No.3,2016,IND_5210011,根充済み,08,茨城県,2905000,observed,not_suppressed,7859.0,7859.0,270.5336,270.5336,point_identified
No.3,2016,IND_5210011,根充済み,09,栃木県,1966000,observed,not_suppressed,5878.0,5878.0,298.9827,298.9827,point_identified
No.3,2016,IND_5210011,根充済み,10,群馬県,1967000,observed,not_suppressed,11333.0,11333.0,576.1566,576.1566,point_identified
No.3,2016,IND_5210011,根充済み,11,埼玉県,7289000,observed,not_suppressed,17877.0,17877.0,245.26,245.26,point_identified
No.3,2016,IND_5210011,根充済み,12,千葉県,6236000,observed,not_suppressed,6426.0,6426.0,103.0468,103.0468,point_identified
No.3,2016,IND_5210011,根充済み,13,東京都,13624000,observed,not_suppressed,26442.0,26442.0,194.084,194.084,point_identified
No.3,2016,IND_5210011,根充済み,14,神奈川県,9145000,observed,not_suppressed,20103.0,20103.0,219.825,219.825,point_identified
No.3,2016,IND_5210011,根充済み,15,新潟県,2286000,observed,not_suppressed,131200.0,131200.0,5739.2826,5739.2826,point_identified
No.3,2016,IND_5210011,根充済み,16,富山県,1061000,observed,not_suppressed,8857.0,8857.0,834.7785,834.7785,point_identified
No.3,2016,IND_5210011,根充済み,17,石川県,1151000,observed,not_suppressed,1078.0,1078.0,93.6577,93.6577,point_identified
No.3,2016,IND_5210011,根充済み,18,福井県,782000,observed,not_suppressed,1110.0,1110.0,141.9437,141.9437,point_identified
No.3,2016,IND_5210011,根充済み,19,山梨県,830000,observed,not_suppressed,656.0,656.0,79.0361,79.0361,point_identified
No.3,2016,IND_5210011,根充済み,20,長野県,2088000,observed,not_suppressed,13892.0,13892.0,665.3257,665.3257,point_identified
No.3,2016,IND_5210011,根充済み,21,岐阜県,2022000,observed,not_suppressed,2566.0,2566.0,126.9041,126.9041,point_identified
No.3,2016,IND_5210011,根充済み,22,静岡県,3688000,observed,not_suppressed,9138.0,9138.0,247.7766,247.7766,point_identified
No.3,2016,IND_5210011,根充済み,23,愛知県,7507000,observed,not_suppressed,8523.0,8523.0,113.534,113.534,point_identified
No.3,2016,IND_5210011,根充済み,24,三重県,1808000,observed,not_suppressed,4654.0,4654.0,257.4115,257.4115,point_identified
No.3,2016,IND_5210011,根充済み,25,滋賀県,1413000,observed,not_suppressed,1692.0,1692.0,119.7452,119.7452,point_identified
No.3,2016,IND_5210011,根充済み,26,京都府,2605000,observed,not_suppressed,4591.0,4591.0,176.238,176.238,point_identified
No.3,2016,IND_5210011,根充済み,27,大阪府,8833000,observed,not_suppressed,242712.0,242712.0,2747.7867,2747.7867,point_identified
No.3,2016,IND_5210011,根充済み,28,兵庫県,5520000,observed,not_suppressed,19405.0,19405.0,351.5399,351.5399,point_identified
No.3,2016,IND_5210011,根充済み,29,奈良県,1356000,observed,not_suppressed,4176.0,4176.0,307.9646,307.9646,point_identified
No.3,2016,IND_5210011,根充済み,30,和歌山県,954000,observed,not_suppressed,3579.0,3579.0,375.1572,375.1572,point_identified
No.3,2016,IND_5210011,根充済み,31,鳥取県,570000,observed,not_suppressed,1061.0,1061.0,186.1404,186.1404,point_identified
No.3,2016,IND_5210011,根充済み,32,島根県,690000,observed,not_suppressed,976.0,976.0,141.4493,141.4493,point_identified
No.3,2016,IND_5210011,根充済み,33,岡山県,1915000,observed,not_suppressed,8504.0,8504.0,444.0731,444.0731,point_identified
No.3,2016,IND_5210011,根充済み,34,広島県,2837000,observed,not_suppressed,6261.0,6261.0,220.6909,220.6909,point_identified
No.3,2016,IND_5210011,根充済み,35,山口県,1394000,observed,not_suppressed,5963.0,5963.0,427.7618,427.7618,point_identified
No.3,2016,IND_5210011,根充済み,36,徳島県,750000,observed,not_suppressed,1331.0,1331.0,177.4667,177.4667,point_identified
No.3,2016,IND_5210011,根充済み,37,香川県,972000,observed,not_suppressed,6379.0,6379.0,656.2757,656.2757,point_identified
No.3,2016,IND_5210011,根充済み,38,愛媛県,1375000,observed,not_suppressed,4068.0,4068.0,295.8545,295.8545,point_identified
No.3,2016,IND_5210011,根充済み,39,高知県,721000,observed,not_suppressed,2034.0,2034.0,282.1082,282.1082,point_identified
No.3,2016,IND_5210011,根充済み,40,福岡県,5104000,observed,not_suppressed,2325.0,2325.0,45.5525,45.5525,point_identified
No.3,2016,IND_5210011,根充済み,41,佐賀県,828000,observed,not_suppressed,555.0,555.0,67.029,67.029,point_identified
No.3,2016,IND_5210011,根充済み,42,長崎県,1367000,observed,not_suppressed,4384.0,4384.0,320.7023,320.7023,point_identified
No.3,2016,IND_5210011,根充済み,43,熊本県,1774000,observed,not_suppressed,2341.0,2341.0,131.9617,131.9617,point_identified
No.3,2016,IND_5210011,根充済み,44,大分県,1160000,observed,not_suppressed,1789.0,1789.0,154.2241,154.2241,point_identified
No.3,2016,IND_5210011,根充済み,45,宮崎県,1096000,observed,not_suppressed,175.0,175.0,15.9672,15.9672,point_identified
No.3,2016,IND_5210011,根充済み,46,鹿児島県,1637000,observed,not_suppressed,64790.0,64790.0,3957.8497,3957.8497,point_identified
No.3,2016,IND_5210011,根充済み,47,沖縄県,1439000,observed,not_suppressed,487.0,487.0,33.8429,33.8429,point_identified
No.3,2016,IND_5220077,血行性歯髄炎,01,北海道,5352000,suppressed,primary_low_count,1.0,9.0,0.0187,0.1682,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,02,青森県,1293000,suppressed,primary_low_count,1.0,9.0,0.0773,0.6961,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,03,岩手県,1268000,suppressed,primary_low_count,1.0,9.0,0.0789,0.7098,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,04,宮城県,2330000,suppressed,primary_low_count,1.0,9.0,0.0429,0.3863,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,05,秋田県,1010000,suppressed,primary_low_count,1.0,9.0,0.099,0.8911,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,06,山形県,1113000,suppressed,primary_low_count,1.0,9.0,0.0898,0.8086,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,07,福島県,1901000,suppressed,primary_low_count,1.0,9.0,0.0526,0.4734,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,08,茨城県,2905000,suppressed,primary_low_count,1.0,9.0,0.0344,0.3098,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,09,栃木県,1966000,suppressed,primary_low_count,1.0,9.0,0.0509,0.4578,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,10,群馬県,1967000,suppressed,primary_low_count,1.0,9.0,0.0508,0.4575,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,11,埼玉県,7289000,suppressed,primary_low_count,1.0,9.0,0.0137,0.1235,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,12,千葉県,6236000,suppressed,primary_low_count,1.0,9.0,0.016,0.1443,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,13,東京都,13624000,observed,not_suppressed,83.0,83.0,0.6092,0.6092,point_identified
No.3,2016,IND_5220077,血行性歯髄炎,14,神奈川県,9145000,suppressed,primary_low_count,1.0,9.0,0.0109,0.0984,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,15,新潟県,2286000,suppressed,primary_low_count,1.0,9.0,0.0437,0.3937,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,16,富山県,1061000,suppressed,primary_low_count,1.0,9.0,0.0943,0.8483,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,17,石川県,1151000,suppressed,primary_low_count,1.0,9.0,0.0869,0.7819,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,18,福井県,782000,suppressed,primary_low_count,1.0,9.0,0.1279,1.1509,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,19,山梨県,830000,suppressed,primary_low_count,1.0,9.0,0.1205,1.0843,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,20,長野県,2088000,suppressed,primary_low_count,1.0,9.0,0.0479,0.431,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,21,岐阜県,2022000,suppressed,primary_low_count,1.0,9.0,0.0495,0.4451,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,22,静岡県,3688000,suppressed,primary_low_count,1.0,9.0,0.0271,0.244,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,23,愛知県,7507000,suppressed,primary_low_count,1.0,9.0,0.0133,0.1199,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,24,三重県,1808000,suppressed,primary_low_count,1.0,9.0,0.0553,0.4978,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,25,滋賀県,1413000,suppressed,primary_low_count,1.0,9.0,0.0708,0.6369,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,26,京都府,2605000,suppressed,primary_low_count,1.0,9.0,0.0384,0.3455,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,27,大阪府,8833000,suppressed,primary_low_count,1.0,9.0,0.0113,0.1019,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,28,兵庫県,5520000,suppressed,primary_low_count,1.0,9.0,0.0181,0.163,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,29,奈良県,1356000,suppressed,primary_low_count,1.0,9.0,0.0737,0.6637,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,30,和歌山県,954000,suppressed,primary_low_count,1.0,9.0,0.1048,0.9434,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,31,鳥取県,570000,suppressed,primary_low_count,1.0,9.0,0.1754,1.5789,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,32,島根県,690000,suppressed,primary_low_count,1.0,9.0,0.1449,1.3043,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,33,岡山県,1915000,suppressed,primary_low_count,1.0,9.0,0.0522,0.47,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,34,広島県,2837000,suppressed,primary_low_count,1.0,9.0,0.0352,0.3172,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,35,山口県,1394000,suppressed,primary_low_count,1.0,9.0,0.0717,0.6456,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,36,徳島県,750000,suppressed,primary_low_count,1.0,9.0,0.1333,1.2,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,37,香川県,972000,suppressed,primary_low_count,1.0,9.0,0.1029,0.9259,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,38,愛媛県,1375000,suppressed,primary_low_count,1.0,9.0,0.0727,0.6545,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,39,高知県,721000,suppressed,primary_low_count,1.0,9.0,0.1387,1.2483,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,40,福岡県,5104000,suppressed,primary_low_count,1.0,9.0,0.0196,0.1763,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,41,佐賀県,828000,suppressed,primary_low_count,1.0,9.0,0.1208,1.087,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,42,長崎県,1367000,suppressed,primary_low_count,1.0,9.0,0.0732,0.6584,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,43,熊本県,1774000,suppressed,primary_low_count,1.0,9.0,0.0564,0.5073,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,44,大分県,1160000,suppressed,primary_low_count,1.0,9.0,0.0862,0.7759,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,45,宮崎県,1096000,suppressed,primary_low_count,1.0,9.0,0.0912,0.8212,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,46,鹿児島県,1637000,suppressed,primary_low_count,1.0,9.0,0.0611,0.5498,bounded_primary
No.3,2016,IND_5220077,血行性歯髄炎,47,沖縄県,1439000,suppressed,primary_low_count,1.0,9.0,0.0695,0.6254,bounded_primary
No.3,2016,IND_8843319,限局型若年性歯周炎,01,北海道,5352000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,02,青森県,1293000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,03,岩手県,1268000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,04,宮城県,2330000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,05,秋田県,1010000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,06,山形県,1113000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,07,福島県,1901000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,08,茨城県,2905000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,09,栃木県,1966000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,10,群馬県,1967000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,11,埼玉県,7289000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,12,千葉県,6236000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,13,東京都,13624000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,14,神奈川県,9145000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,15,新潟県,2286000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,16,富山県,1061000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,17,石川県,1151000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,18,福井県,782000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,19,山梨県,830000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,20,長野県,2088000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,21,岐阜県,2022000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,22,静岡県,3688000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,23,愛知県,7507000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,24,三重県,1808000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,25,滋賀県,1413000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,26,京都府,2605000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,27,大阪府,8833000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,28,兵庫県,5520000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,29,奈良県,1356000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,30,和歌山県,954000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,31,鳥取県,570000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,32,島根県,690000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,33,岡山県,1915000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,34,広島県,2837000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
No.3,2016,IND_8843319,限局型若年性歯周炎,35,山口県,1394000,suppressed,ambiguous_suppression,,,,,not_bounded_ambiguous
