fiscal_year,population_year_or_date,prefecture_code,prefecture_name,population,source_name,source_path_or_url,denominator_definition,notes
2017,2017-10-01,08,茨城県,2892000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,09,栃木県,1957000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,10,群馬県,1960000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,11,埼玉県,7310000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,12,千葉県,6246000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,13,東京都,13724000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,14,神奈川県,9159000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,15,新潟県,2267000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,16,富山県,1056000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,17,石川県,1147000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,18,福井県,779000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,19,山梨県,823000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,20,長野県,2076000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,21,岐阜県,2008000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,22,静岡県,3675000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,23,愛知県,7525000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,24,三重県,1800000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,25,滋賀県,1413000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,26,京都府,2599000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,27,大阪府,8823000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,28,兵庫県,5503000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,29,奈良県,1348000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,30,和歌山県,945000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,31,鳥取県,565000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,32,島根県,685000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,33,岡山県,1907000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,34,広島県,2829000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,35,山口県,1383000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,36,徳島県,743000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,37,香川県,967000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,38,愛媛県,1364000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,39,高知県,714000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,40,福岡県,5107000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,41,佐賀県,824000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,42,長崎県,1354000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,43,熊本県,1765000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,44,大分県,1152000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,45,宮崎県,1089000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,46,鹿児島県,1626000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,47,沖縄県,1443000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,01,北海道,5286000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,02,青森県,1263000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,03,岩手県,1241000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,04,宮城県,2316000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,05,秋田県,981000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,06,山形県,1090000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,07,福島県,1864000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,08,茨城県,2877000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,09,栃木県,1946000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,10,群馬県,1952000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,11,埼玉県,7330000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,12,千葉県,6255000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,13,東京都,13822000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,14,神奈川県,9177000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,15,新潟県,2246000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,16,富山県,1050000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,17,石川県,1143000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,18,福井県,774000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,19,山梨県,817000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,20,長野県,2063000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,21,岐阜県,1997000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,22,静岡県,3659000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,23,愛知県,7537000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,24,三重県,1791000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,25,滋賀県,1412000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,26,京都府,2591000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,27,大阪府,8813000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,28,兵庫県,5484000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,29,奈良県,1339000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,30,和歌山県,935000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
2018,2018-10-01,31,鳥取県,560000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1101,総人口（男女計）2018-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1101; 千人×1000=人; ダウンロード 2026-07-07
