fiscal_year,population_year_or_date,prefecture_code,prefecture_name,population,source_name,source_path_or_url,denominator_definition,notes
2015,2015-10-01,30,和歌山県,964000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,31,鳥取県,573000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,32,島根県,694000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,33,岡山県,1922000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,34,広島県,2844000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,35,山口県,1405000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,36,徳島県,756000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,37,香川県,976000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,38,愛媛県,1385000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,39,高知県,728000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,40,福岡県,5102000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,41,佐賀県,833000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,42,長崎県,1377000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,43,熊本県,1786000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,44,大分県,1166000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,45,宮崎県,1104000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,46,鹿児島県,1648000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2015,2015-10-01,47,沖縄県,1434000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1501,総人口（男女計）2015-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1501; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,01,北海道,5352000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,02,青森県,1293000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,03,岩手県,1268000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,04,宮城県,2330000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,05,秋田県,1010000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,06,山形県,1113000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,07,福島県,1901000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,08,茨城県,2905000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,09,栃木県,1966000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,10,群馬県,1967000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,11,埼玉県,7289000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,12,千葉県,6236000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,13,東京都,13624000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,14,神奈川県,9145000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,15,新潟県,2286000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,16,富山県,1061000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,17,石川県,1151000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,18,福井県,782000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,19,山梨県,830000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,20,長野県,2088000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,21,岐阜県,2022000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,22,静岡県,3688000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,23,愛知県,7507000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,24,三重県,1808000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,25,滋賀県,1413000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,26,京都府,2605000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,27,大阪府,8833000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,28,兵庫県,5520000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,29,奈良県,1356000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,30,和歌山県,954000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,31,鳥取県,570000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,32,島根県,690000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,33,岡山県,1915000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,34,広島県,2837000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,35,山口県,1394000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,36,徳島県,750000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,37,香川県,972000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,38,愛媛県,1375000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,39,高知県,721000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,40,福岡県,5104000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,41,佐賀県,828000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,42,長崎県,1367000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,43,熊本県,1774000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,44,大分県,1160000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,45,宮崎県,1096000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,46,鹿児島県,1637000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2016,2016-10-01,47,沖縄県,1439000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=901,総人口（男女計）2016-10-01 H27国勢調査基準 単位=千人→×1000,time_code=901; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,01,北海道,5320000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,02,青森県,1278000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,03,岩手県,1255000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,04,宮城県,2323000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,05,秋田県,996000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,06,山形県,1102000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
2017,2017-10-01,07,福島県,1882000,e-Stat 人口推計 table_0003459027 (H27国勢調査基準),https://api.e-stat.go.jp/rest/3.0/app/json/getStatsData?appId=...&statsDataId=0003459027&cdCat01=000&cdCat02=01000&cdCat03=001&cdTime=1001,総人口（男女計）2017-10-01 H27国勢調査基準 単位=千人→×1000,time_code=1001; 千人×1000=人; ダウンロード 2026-07-07
