release_id,fiscal_year,indicator_id,indicator_name,prefecture_code,prefecture_name,rate_lower_per_100k,rate_upper_per_100k,rank_best_possible,rank_worst_possible,rank_interval_width,ranking_status,ambiguity_context
No.9,2022,IND_5210011,根充済み,29,奈良県,289.8928,289.8928,12.0,12.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,30,和歌山県,264.3411,264.3411,15.0,15.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,31,鳥取県,85.8456,85.8456,40.0,40.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,32,島根県,96.2006,96.2006,39.0,39.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,33,岡山県,381.0956,381.0956,10.0,10.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,34,広島県,175.2174,175.2174,25.0,25.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,35,山口県,402.2848,402.2848,9.0,9.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,36,徳島県,158.6648,158.6648,28.0,28.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,37,香川県,531.5846,531.5846,7.0,7.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,38,愛媛県,177.5651,177.5651,24.0,24.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,39,高知県,18.3432,18.3432,46.0,46.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,40,福岡県,26.1728,26.1728,45.0,45.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,41,佐賀県,47.3159,47.3159,44.0,44.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,42,長崎県,187.841,187.841,22.0,22.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,43,熊本県,116.3562,116.3562,33.0,33.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,44,大分県,161.879,161.879,26.0,26.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,45,宮崎県,17.9658,17.9658,47.0,47.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,46,鹿児島県,1971.6571,1971.6571,3.0,3.0,0.0,stable_point_identified,
No.9,2022,IND_5210011,根充済み,47,沖縄県,146.5259,146.5259,30.0,30.0,0.0,stable_point_identified,
No.1,2014,IND_5220077,血行性歯髄炎,13,東京都,0.7917,0.7917,1.0,1.0,0.0,interval_ranked,1/47 prefectures have rate bounds; 46 are ambiguous and excluded from ranking
No.1,2014,IND_5220077,血行性歯髄炎,01,北海道,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,02,青森県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,03,岩手県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,04,宮城県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,05,秋田県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,06,山形県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,07,福島県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,08,茨城県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,09,栃木県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,10,群馬県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,11,埼玉県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,12,千葉県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,14,神奈川県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,15,新潟県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,16,富山県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,17,石川県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,18,福井県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,19,山梨県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,20,長野県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,21,岐阜県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,22,静岡県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,24,三重県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,25,滋賀県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,26,京都府,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,27,大阪府,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,28,兵庫県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,29,奈良県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,30,和歌山県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,31,鳥取県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,32,島根県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,33,岡山県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,34,広島県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,35,山口県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,36,徳島県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,37,香川県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,38,愛媛県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,39,高知県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,40,福岡県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,41,佐賀県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,42,長崎県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,43,熊本県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,44,大分県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,45,宮崎県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,46,鹿児島県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.1,2014,IND_5220077,血行性歯髄炎,47,沖縄県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.10,2023,IND_5220077,血行性歯髄炎,01,北海道,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,02,青森県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,03,岩手県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,04,宮城県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,05,秋田県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,06,山形県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,07,福島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,08,茨城県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,09,栃木県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,10,群馬県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,11,埼玉県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,12,千葉県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,13,東京都,0.6531,0.6531,1.0,1.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,14,神奈川県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,15,新潟県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,16,富山県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,18,福井県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,19,山梨県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,20,長野県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,21,岐阜県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,22,静岡県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,24,三重県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,25,滋賀県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,26,京都府,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,27,大阪府,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,28,兵庫県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,29,奈良県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,30,和歌山県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,31,鳥取県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,32,島根県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,33,岡山県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,34,広島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,35,山口県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,36,徳島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,37,香川県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,38,愛媛県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,39,高知県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,40,福岡県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,41,佐賀県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,42,長崎県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,43,熊本県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,44,大分県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,45,宮崎県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,46,鹿児島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,47,沖縄県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.10,2023,IND_5220077,血行性歯髄炎,17,石川県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 2/47 ambiguous in this release
No.10,2023,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 2/47 ambiguous in this release
No.11,2024,IND_5220077,血行性歯髄炎,01,北海道,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,02,青森県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,03,岩手県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,04,宮城県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,05,秋田県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,06,山形県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,07,福島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,09,栃木県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,10,群馬県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,11,埼玉県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,12,千葉県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,13,東京都,0.5995,0.5995,1.0,1.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,14,神奈川県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,15,新潟県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,16,富山県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,17,石川県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,18,福井県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,19,山梨県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,20,長野県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,21,岐阜県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,22,静岡県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,24,三重県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,25,滋賀県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,26,京都府,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,27,大阪府,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,28,兵庫県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,29,奈良県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,30,和歌山県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,31,鳥取県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,32,島根県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,33,岡山県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,34,広島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,35,山口県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,36,徳島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,37,香川県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,38,愛媛県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,39,高知県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,40,福岡県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,41,佐賀県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,42,長崎県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,43,熊本県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,44,大分県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,45,宮崎県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,46,鹿児島県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,47,沖縄県,0.0,0.0,45.0,45.0,0.0,interval_ranked,45/47 prefectures have rate bounds; 2 are ambiguous and excluded from ranking
No.11,2024,IND_5220077,血行性歯髄炎,08,茨城県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 2/47 ambiguous in this release
No.11,2024,IND_5220077,血行性歯髄炎,23,愛知県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 2/47 ambiguous in this release
No.2,2015,IND_5220077,血行性歯髄炎,13,東京都,0.8213,0.8213,1.0,1.0,0.0,interval_ranked,1/47 prefectures have rate bounds; 46 are ambiguous and excluded from ranking
No.2,2015,IND_5220077,血行性歯髄炎,01,北海道,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.2,2015,IND_5220077,血行性歯髄炎,02,青森県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.2,2015,IND_5220077,血行性歯髄炎,03,岩手県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.2,2015,IND_5220077,血行性歯髄炎,04,宮城県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.2,2015,IND_5220077,血行性歯髄炎,05,秋田県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
No.2,2015,IND_5220077,血行性歯髄炎,06,山形県,,,,,,ranking_not_supported_ambiguous,ambiguous cell; count not bounded; 46/47 ambiguous in this release
