release_id,fiscal_year,indicator_id,indicator_name,prefecture_code,prefecture_name,cell_state,suppression_subtype,observed_count,count_lower,count_upper,bounds_status,ambiguity_flag
No.2,2015,IND_5220077,血行性歯髄炎,32,島根県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,33,岡山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,34,広島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,35,山口県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,36,徳島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,37,香川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,38,愛媛県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,39,高知県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,40,福岡県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,41,佐賀県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,42,長崎県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,43,熊本県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,44,大分県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,45,宮崎県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,46,鹿児島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_5220077,血行性歯髄炎,47,沖縄県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,01,北海道,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,02,青森県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,03,岩手県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,04,宮城県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,05,秋田県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,06,山形県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,07,福島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,08,茨城県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,09,栃木県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,10,群馬県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,11,埼玉県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,12,千葉県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,13,東京都,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,14,神奈川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,15,新潟県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,16,富山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,17,石川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,18,福井県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,19,山梨県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,20,長野県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,21,岐阜県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,22,静岡県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,23,愛知県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,24,三重県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,25,滋賀県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,26,京都府,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,27,大阪府,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,28,兵庫県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,29,奈良県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,30,和歌山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,31,鳥取県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,32,島根県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,33,岡山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,34,広島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,35,山口県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,36,徳島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,37,香川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,38,愛媛県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,39,高知県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,40,福岡県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,41,佐賀県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,42,長崎県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,43,熊本県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,44,大分県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,45,宮崎県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,46,鹿児島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.2,2015,IND_8843319,限局型若年性歯周炎,47,沖縄県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_5210011,根充済み,01,北海道,observed,not_suppressed,16435.0,16435.0,16435.0,point_identified,no
No.3,2016,IND_5210011,根充済み,02,青森県,observed,not_suppressed,6124.0,6124.0,6124.0,point_identified,no
No.3,2016,IND_5210011,根充済み,03,岩手県,observed,not_suppressed,1161.0,1161.0,1161.0,point_identified,no
No.3,2016,IND_5210011,根充済み,04,宮城県,observed,not_suppressed,2539.0,2539.0,2539.0,point_identified,no
No.3,2016,IND_5210011,根充済み,05,秋田県,observed,not_suppressed,1723.0,1723.0,1723.0,point_identified,no
No.3,2016,IND_5210011,根充済み,06,山形県,observed,not_suppressed,3931.0,3931.0,3931.0,point_identified,no
No.3,2016,IND_5210011,根充済み,07,福島県,observed,not_suppressed,7195.0,7195.0,7195.0,point_identified,no
No.3,2016,IND_5210011,根充済み,08,茨城県,observed,not_suppressed,7859.0,7859.0,7859.0,point_identified,no
No.3,2016,IND_5210011,根充済み,09,栃木県,observed,not_suppressed,5878.0,5878.0,5878.0,point_identified,no
No.3,2016,IND_5210011,根充済み,10,群馬県,observed,not_suppressed,11333.0,11333.0,11333.0,point_identified,no
No.3,2016,IND_5210011,根充済み,11,埼玉県,observed,not_suppressed,17877.0,17877.0,17877.0,point_identified,no
No.3,2016,IND_5210011,根充済み,12,千葉県,observed,not_suppressed,6426.0,6426.0,6426.0,point_identified,no
No.3,2016,IND_5210011,根充済み,13,東京都,observed,not_suppressed,26442.0,26442.0,26442.0,point_identified,no
No.3,2016,IND_5210011,根充済み,14,神奈川県,observed,not_suppressed,20103.0,20103.0,20103.0,point_identified,no
No.3,2016,IND_5210011,根充済み,15,新潟県,observed,not_suppressed,131200.0,131200.0,131200.0,point_identified,no
No.3,2016,IND_5210011,根充済み,16,富山県,observed,not_suppressed,8857.0,8857.0,8857.0,point_identified,no
No.3,2016,IND_5210011,根充済み,17,石川県,observed,not_suppressed,1078.0,1078.0,1078.0,point_identified,no
No.3,2016,IND_5210011,根充済み,18,福井県,observed,not_suppressed,1110.0,1110.0,1110.0,point_identified,no
No.3,2016,IND_5210011,根充済み,19,山梨県,observed,not_suppressed,656.0,656.0,656.0,point_identified,no
No.3,2016,IND_5210011,根充済み,20,長野県,observed,not_suppressed,13892.0,13892.0,13892.0,point_identified,no
No.3,2016,IND_5210011,根充済み,21,岐阜県,observed,not_suppressed,2566.0,2566.0,2566.0,point_identified,no
No.3,2016,IND_5210011,根充済み,22,静岡県,observed,not_suppressed,9138.0,9138.0,9138.0,point_identified,no
No.3,2016,IND_5210011,根充済み,23,愛知県,observed,not_suppressed,8523.0,8523.0,8523.0,point_identified,no
No.3,2016,IND_5210011,根充済み,24,三重県,observed,not_suppressed,4654.0,4654.0,4654.0,point_identified,no
No.3,2016,IND_5210011,根充済み,25,滋賀県,observed,not_suppressed,1692.0,1692.0,1692.0,point_identified,no
No.3,2016,IND_5210011,根充済み,26,京都府,observed,not_suppressed,4591.0,4591.0,4591.0,point_identified,no
No.3,2016,IND_5210011,根充済み,27,大阪府,observed,not_suppressed,242712.0,242712.0,242712.0,point_identified,no
No.3,2016,IND_5210011,根充済み,28,兵庫県,observed,not_suppressed,19405.0,19405.0,19405.0,point_identified,no
No.3,2016,IND_5210011,根充済み,29,奈良県,observed,not_suppressed,4176.0,4176.0,4176.0,point_identified,no
No.3,2016,IND_5210011,根充済み,30,和歌山県,observed,not_suppressed,3579.0,3579.0,3579.0,point_identified,no
No.3,2016,IND_5210011,根充済み,31,鳥取県,observed,not_suppressed,1061.0,1061.0,1061.0,point_identified,no
No.3,2016,IND_5210011,根充済み,32,島根県,observed,not_suppressed,976.0,976.0,976.0,point_identified,no
No.3,2016,IND_5210011,根充済み,33,岡山県,observed,not_suppressed,8504.0,8504.0,8504.0,point_identified,no
No.3,2016,IND_5210011,根充済み,34,広島県,observed,not_suppressed,6261.0,6261.0,6261.0,point_identified,no
No.3,2016,IND_5210011,根充済み,35,山口県,observed,not_suppressed,5963.0,5963.0,5963.0,point_identified,no
No.3,2016,IND_5210011,根充済み,36,徳島県,observed,not_suppressed,1331.0,1331.0,1331.0,point_identified,no
No.3,2016,IND_5210011,根充済み,37,香川県,observed,not_suppressed,6379.0,6379.0,6379.0,point_identified,no
No.3,2016,IND_5210011,根充済み,38,愛媛県,observed,not_suppressed,4068.0,4068.0,4068.0,point_identified,no
No.3,2016,IND_5210011,根充済み,39,高知県,observed,not_suppressed,2034.0,2034.0,2034.0,point_identified,no
No.3,2016,IND_5210011,根充済み,40,福岡県,observed,not_suppressed,2325.0,2325.0,2325.0,point_identified,no
No.3,2016,IND_5210011,根充済み,41,佐賀県,observed,not_suppressed,555.0,555.0,555.0,point_identified,no
No.3,2016,IND_5210011,根充済み,42,長崎県,observed,not_suppressed,4384.0,4384.0,4384.0,point_identified,no
No.3,2016,IND_5210011,根充済み,43,熊本県,observed,not_suppressed,2341.0,2341.0,2341.0,point_identified,no
No.3,2016,IND_5210011,根充済み,44,大分県,observed,not_suppressed,1789.0,1789.0,1789.0,point_identified,no
No.3,2016,IND_5210011,根充済み,45,宮崎県,observed,not_suppressed,175.0,175.0,175.0,point_identified,no
No.3,2016,IND_5210011,根充済み,46,鹿児島県,observed,not_suppressed,64790.0,64790.0,64790.0,point_identified,no
No.3,2016,IND_5210011,根充済み,47,沖縄県,observed,not_suppressed,487.0,487.0,487.0,point_identified,no
No.3,2016,IND_5220077,血行性歯髄炎,01,北海道,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,02,青森県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,03,岩手県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,04,宮城県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,05,秋田県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,06,山形県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,07,福島県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,08,茨城県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,09,栃木県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,10,群馬県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,11,埼玉県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,12,千葉県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,13,東京都,observed,not_suppressed,83.0,83.0,83.0,point_identified,no
No.3,2016,IND_5220077,血行性歯髄炎,14,神奈川県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,15,新潟県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,16,富山県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,17,石川県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,18,福井県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,19,山梨県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,20,長野県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,21,岐阜県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,22,静岡県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,23,愛知県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,24,三重県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,25,滋賀県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,26,京都府,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,27,大阪府,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,28,兵庫県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,29,奈良県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,30,和歌山県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,31,鳥取県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,32,島根県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,33,岡山県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,34,広島県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,35,山口県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,36,徳島県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,37,香川県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,38,愛媛県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,39,高知県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,40,福岡県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,41,佐賀県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,42,長崎県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,43,熊本県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,44,大分県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,45,宮崎県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,46,鹿児島県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_5220077,血行性歯髄炎,47,沖縄県,suppressed,primary_low_count,,1.0,9.0,bounded_primary,no
No.3,2016,IND_8843319,限局型若年性歯周炎,01,北海道,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,02,青森県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,03,岩手県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,04,宮城県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,05,秋田県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,06,山形県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,07,福島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,08,茨城県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,09,栃木県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,10,群馬県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,11,埼玉県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,12,千葉県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,13,東京都,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,14,神奈川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,15,新潟県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,16,富山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,17,石川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,18,福井県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,19,山梨県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,20,長野県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,21,岐阜県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,22,静岡県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,23,愛知県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,24,三重県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,25,滋賀県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,26,京都府,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,27,大阪府,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,28,兵庫県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,29,奈良県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,30,和歌山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,31,鳥取県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,32,島根県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,33,岡山県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,34,広島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,35,山口県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,36,徳島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,37,香川県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,38,愛媛県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,39,高知県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,40,福岡県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,41,佐賀県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,42,長崎県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,43,熊本県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,44,大分県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,45,宮崎県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,46,鹿児島県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.3,2016,IND_8843319,限局型若年性歯周炎,47,沖縄県,suppressed,ambiguous_suppression,,,,not_bounded_ambiguous,yes
No.4,2017,IND_5210011,根充済み,01,北海道,observed,not_suppressed,15820.0,15820.0,15820.0,point_identified,no
No.4,2017,IND_5210011,根充済み,02,青森県,observed,not_suppressed,5566.0,5566.0,5566.0,point_identified,no
No.4,2017,IND_5210011,根充済み,03,岩手県,observed,not_suppressed,1078.0,1078.0,1078.0,point_identified,no
No.4,2017,IND_5210011,根充済み,04,宮城県,observed,not_suppressed,2375.0,2375.0,2375.0,point_identified,no
No.4,2017,IND_5210011,根充済み,05,秋田県,observed,not_suppressed,1686.0,1686.0,1686.0,point_identified,no
No.4,2017,IND_5210011,根充済み,06,山形県,observed,not_suppressed,3965.0,3965.0,3965.0,point_identified,no
No.4,2017,IND_5210011,根充済み,07,福島県,observed,not_suppressed,6197.0,6197.0,6197.0,point_identified,no
No.4,2017,IND_5210011,根充済み,08,茨城県,observed,not_suppressed,7744.0,7744.0,7744.0,point_identified,no
No.4,2017,IND_5210011,根充済み,09,栃木県,observed,not_suppressed,5324.0,5324.0,5324.0,point_identified,no
No.4,2017,IND_5210011,根充済み,10,群馬県,observed,not_suppressed,11164.0,11164.0,11164.0,point_identified,no
No.4,2017,IND_5210011,根充済み,11,埼玉県,observed,not_suppressed,17287.0,17287.0,17287.0,point_identified,no
No.4,2017,IND_5210011,根充済み,12,千葉県,observed,not_suppressed,6673.0,6673.0,6673.0,point_identified,no
No.4,2017,IND_5210011,根充済み,13,東京都,observed,not_suppressed,25542.0,25542.0,25542.0,point_identified,no
No.4,2017,IND_5210011,根充済み,14,神奈川県,observed,not_suppressed,19390.0,19390.0,19390.0,point_identified,no
No.4,2017,IND_5210011,根充済み,15,新潟県,observed,not_suppressed,128767.0,128767.0,128767.0,point_identified,no
No.4,2017,IND_5210011,根充済み,16,富山県,observed,not_suppressed,9236.0,9236.0,9236.0,point_identified,no
No.4,2017,IND_5210011,根充済み,17,石川県,observed,not_suppressed,1034.0,1034.0,1034.0,point_identified,no
No.4,2017,IND_5210011,根充済み,18,福井県,observed,not_suppressed,1053.0,1053.0,1053.0,point_identified,no
No.4,2017,IND_5210011,根充済み,19,山梨県,observed,not_suppressed,663.0,663.0,663.0,point_identified,no
